LotArea,Street,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,ExterCond,BsmtQual,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSSubClass_SubClass_150,MSSubClass_SubClass_190,MSSubClass_SubClass_50,MSSubClass_SubClass_60,MSSubClass_SubClass_85,MSZoning_A (agr),MSZoning_C (all),MSZoning_I (all),MSZoning_RL,MSZoning_RM,Alley_NoAlley,LotShape_IR2,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LotConfig_Corner,LotConfig_CulDSac,LandSlope_Gtl,Neighborhood_BrDale,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_Veenker,Condition1_Feedr,Condition1_PosA,Condition1_PosN,Condition2_Feedr,Condition2_PosA,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_TwnhsE,HouseStyle_2.5Unf,HouseStyle_SFoyer,RoofStyle_Gambrel,RoofStyle_Shed,RoofMatl_WdShake,Exterior1st_BrkComm,Exterior1st_CemntBd,Exterior1st_ImStucc,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior2nd_Brk Cmn,Exterior2nd_ImStucc,Exterior2nd_Other,Exterior2nd_Stone,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_CBlock,MasVnrType_None,MasVnrType_Stone,BsmtFinType1_ALQ,BsmtFinType1_GLQ,BsmtFinType1_NoBsmt,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_ALQ,BsmtFinType2_BLQ,BsmtFinType2_LwQ,Heating_GasA,Heating_Wall,CentralAir_N,CentralAir_Y,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_CarPort,GarageType_NoGarage,GarageFinish_NoGarage,PavedDrive_P,PavedDrive_Y,MiscFeature_Othr,MiscFeature_TenC,SaleType_ConLw,SaleType_WD ,SaleCondition_Abnorml,SaleCondition_Alloca
9.565774546478783,1,6,6,1958,1958,3,3,3,0,6.828712071641682,0.0,6.008813185442595,7.1929342212158,3,7.1929342212158,0.0,0.0,7.1929342212158,0.0,1,1,3,1,4,6,0,0,0,1958.0,1.0,5.746203190540153,3,5.976350909297934,3.6109179126442235,0.0,0.0,0.0,0.0,9.433563920090565,6,2010,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
9.320180837655712,1,7,5,1968,1968,4,3,3,0,6.97166860472579,0.0,6.952728644624869,7.65491704784832,5,7.65491704784832,0.0,0.0,7.65491704784832,1.0,2,1,3,1,5,8,0,2,3,1968.0,2.0,6.259581464064922,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2010,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
9.534667728624708,1,5,5,1997,1998,3,3,4,0,6.674561391814426,0.0,4.927253685157205,6.834108738813838,4,6.834108738813838,6.553933404025811,0.0,7.396335293800808,0.0,2,1,3,1,3,6,0,1,3,1997.0,2.0,6.180016653652572,3,5.3612921657094255,3.5553480614894135,0.0,0.0,0.0,0.0,0.0,3,2010,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
9.208238163884312,1,6,6,1998,1998,3,3,3,0,6.4019171967271875,0.0,5.783825182329737,6.831953565565857,5,6.831953565565857,6.520621127558696,0.0,7.380879035564116,0.0,2,1,3,1,4,7,0,1,4,1998.0,2.0,6.154858094016419,3,5.8888779583328805,3.6109179126442235,0.0,0.0,0.0,0.0,0.0,6,2010,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
8.501267040865978,1,8,5,2001,2001,4,3,4,1,6.424869023905388,0.0,6.583409222158765,7.199678345691173,5,7.199678345691173,0.0,0.0,7.199678345691173,1.0,2,0,2,1,4,6,0,0,0,2001.0,2.0,6.368187186350492,3,0.0,0.0,5.14166355650266,0.0,0.0,0.0,0.0,4,2010,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
8.518392471991719,1,8,5,1992,1992,4,3,4,0,5.575949103146316,0.0,6.925595197110468,7.155396301896732,5,7.155396301896732,0.0,0.0,7.155396301896732,0.0,2,0,2,1,4,5,0,0,0,1992.0,2.0,6.2285110035911835,3,0.0,4.4188406077965965,0.0,0.0,4.976733742420574,0.0,0.0,1,2010,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
8.592300663903043,1,8,5,1995,1996,4,3,4,0,7.074116816197362,0.0,6.030685260261262,7.3752557780097545,5,7.388327859577108,0.0,0.0,7.388327859577108,1.0,2,0,2,1,4,5,0,1,3,1995.0,2.0,6.411818267709898,3,5.472270673671473,5.0304379213924335,0.0,0.0,0.0,0.0,0.0,3,2010,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
8.922791623969637,1,7,5,1999,1999,3,3,3,0,0.0,0.0,6.902742737158593,6.902742737158593,4,6.9363427358340495,6.655440350367647,0.0,7.498315870766982,0.0,2,1,3,1,4,7,0,1,3,1999.0,2.0,6.0935697700451374,3,4.948759890378168,4.110873864173311,0.0,0.0,0.0,0.0,0.0,6,2010,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
9.210440366976515,1,6,5,1993,1994,3,3,4,0,0.0,0.0,6.6385677891665225,6.6385677891665225,4,6.6385677891665225,6.7945865808765,0.0,7.412160334945207,0.0,2,1,3,1,3,7,0,1,3,1993.0,2.0,6.089044875446848,3,5.062595033026967,4.442651256490317,0.0,0.0,0.0,0.0,0.0,4,2010,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
8.984818995876008,1,6,7,1992,2007,3,4,4,0,6.841615476477593,0.0,5.455321115357702,7.063903961472068,5,7.080026499922591,0.0,0.0,7.080026499922591,1.0,2,0,3,1,3,6,0,0,0,1992.0,2.0,6.042632833682381,3,6.182084906716633,3.0910424533583165,0.0,0.0,0.0,0.0,6.2166061010848646,3,2010,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
